Date,Day,Hour,Minute,Mean Activity (g),Asleep (proportion),Wearing (proportion),Sedentary Activity (proportion),Light Activity (proportion),Moderate Activity (proportion),Vigorous Activity (proportion),Steps (average per min)
2018-03-10T15:00:00.000Z,5,135,8100,0.068921150205036,0,1,0.75,0.13333333333333333,0.11666666666666668,0,22.383333333333333
2018-03-10T16:00:00.000Z,5,136,8160,0.08927436660354336,0,1,0.5,0.2833333333333333,0.21666666666666667,0,34.5
2018-03-10T17:00:00.000Z,5,137,8220,0.1947846324493488,0,1,0.08333333333333333,0.11666666666666668,0.75,0.05,60.2
2018-03-10T18:00:00.000Z,5,138,8280,0.18205216750502587,0,1,0.1,0.26666666666666666,0.5166666666666667,0.11666666666666668,53.96666666666667
2018-03-10T19:00:00.000Z,5,139,8340,0.21035413236046832,0,1,0.06666666666666667,0.06666666666666667,0.75,0.11666666666666668,60.583333333333336
2018-03-10T20:00:00.000Z,5,140,8400,0.19734236610432465,0,1,0.15,0.1,0.65,0.1,61.63333333333333
2018-03-10T21:00:00.000Z,5,141,8460,0.29054930036266646,0,1,0,0.016666666666666666,0.7833333333333333,0.2,79.55
2018-03-10T22:00:00.000Z,5,142,8520,0.109651099704206,0,1,0.3666666666666666,0.26666666666666666,0.3666666666666666,0,40.65
2018-03-10T23:00:00.000Z,5,143,8580,0.0550346002074851,0.04918032786885246,1,0.65,0.13333333333333333,0.21666666666666667,0,19.55
2018-03-11T00:00:00.000Z,6,144,8640,0.010271450015716254,0.6885245901639344,1,0.9666666666666668,0.03333333333333333,0,0,3.216666666666667
2018-03-11T01:00:00.000Z,6,145,8700,0.0344042666722089,0.22950819672131148,1,0.8833333333333333,0,0.11666666666666668,0,11.483333333333333
2018-03-11T02:00:00.000Z,6,146,8760,0.000786533333788005,1,0,1,0,0,0,0
2018-03-11T03:00:00.000Z,6,147,8820,0.002163633345238244,1,0,1,0,0,0,0
2018-03-11T04:00:00.000Z,6,148,8880,0.0005602000038682794,1,0,1,0,0,0,0
2018-03-11T05:00:00.000Z,6,149,8940,0.000528449999304333,1,0,1,0,0,0,0
2018-03-11T06:00:00.000Z,6,150,9000,0.001443450002504202,1,0.5,1,0,0,0,0
2018-03-11T07:00:00.000Z,6,151,9060,0.0009059166681254282,1,0,1,0,0,0,0
2018-03-11T08:00:00.000Z,6,152,9120,0.0004222166661444741,1,0,1,0,0,0,0
2018-03-11T09:00:00.000Z,6,153,9180,0.0013075333306915126,1,1,1,0,0,0,0
2018-03-11T10:00:00.000Z,6,154,9240,0.02395116636956421,0.5833333333333334,1,0.9,0,0.1,0,9.1
2018-03-11T11:00:00.000Z,6,155,9300,0.02543215007365992,0,1,0.9,0.016666666666666666,0.08333333333333333,0,7.983333333333333
2018-03-11T12:00:00.000Z,6,156,9360,0.04738538304809481,0,1,0.8666666666666667,0.08333333333333333,0.05,0,13.583333333333334
2018-03-11T13:00:00.000Z,6,157,9420,0.06647389928111806,0,1,0.75,0.06666666666666667,0.1833333333333333,0,23.816666666666663
2018-03-11T14:00:00.000Z,6,158,9480,0.026289116758077092,0.25,1,0.95,0.016666666666666666,0.03333333333333333,0,7.55
2018-03-11T15:00:00.000Z,6,159,9540,0.06453613344735155,0,1,0.8333333333333334,0.03333333333333333,0.13333333333333333,0,21.73333333333333
2018-03-11T16:00:00.000Z,6,160,9600,0.01851161669862146,0,1,0.9666666666666668,0.016666666666666666,0.016666666666666666,0,5.666666666666667
2018-03-11T17:00:00.000Z,6,161,9660,0.011085299906941752,0,1,1,0,0,0,2.7333333333333334
2018-03-11T18:00:00.000Z,6,162,9720,0.05651706692102986,0.19672131147540983,1,0.6333333333333333,0.15,0.21666666666666667,0,19.45
2018-03-11T19:00:00.000Z,6,163,9780,0.06841418347321451,0,1,0.5833333333333334,0.11666666666666668,0.3,0,30.9
2018-03-11T20:00:00.000Z,6,164,9840,0.0301082332036458,0,1,0.8666666666666667,0.03333333333333333,0.1,0,8.383333333333333
2018-03-11T21:00:00.000Z,6,165,9900,0.01893774993950501,0.3278688524590164,1,0.95,0.016666666666666666,0.03333333333333333,0,3.6166666666666663
2018-03-11T22:00:00.000Z,6,166,9960,0.0036035666746708256,0.9682539682539684,0,1,0,0,0,0
2018-03-11T23:00:00.000Z,6,167,10020,0.003530333319213241,1,0,1,0,0,0,0
